,playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,cap hit
2557,8480871,2022,Adam Boqvist,CBJ,D,5on5,28,23186.0,510.0,14.5,0.46,0.44,0.49,0.45,0.5,0.44,144.0,26.66,1.09,1.45,6.93,0.91,15.53,12.09,1.06,1.09,1.06,4.0,3.0,23.0,15.0,17.0,55.0,9.0,2.0,1.0,0.0,8.0,3.0,11.0,13.0,21.0,36.0,0.0,0.0,0.0,13.0,4.0,15.0,37.0,1.0,0.0,1.0,0.09,0.0,2.0,0.0,0.0,53.81,38.0,37.74,12.0,0.29,0.17,0.07,1.32,1.32,1.27,510.0,72.0,33.0,60.0,345.0,42.0,91.0,71.0,306.0,0.0,0.0,59400.0,0.0,4.0,2.0,21.0,205.75,15.49,15.11,15.44,15.06,190.0,95.0,87.0,372.0,21.0,19.0,4.0,226.0,49.0,10.0,7.06,5.69,2.74,11.0,9.0,1.0,364.95,285.0,281.49,2.7,3.04,2.98,15.21,15.13,14.85,209.36,17.95,17.01,18.31,17.36,219.0,69.0,92.0,380.0,20.0,17.0,2.0,216.0,56.0,16.0,5.96,7.25,4.74,9.0,9.0,2.0,394.82,288.0,296.59,2.82,3.43,3.43,17.34,17.77,17.42,40.09,50.77,861.0,1072.0,1.1,0.2,31.0,4.0,22.0,4.0,"2,600,000"
2587,8481609,2022,Vladislav Kolyachonok,ARI,D,5on5,1,500.0,10.0,-0.55,0.0,0.47,0.08,0.43,0.0,0.41,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,7.0,0.0,2.0,2.0,6.0,0.0,0.0,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,0.89,0.79,0.85,0.75,6.0,3.0,3.0,12.0,0.0,2.0,0.0,6.0,1.0,2.0,0.22,0.09,0.59,0.0,0.0,0.0,11.55,9.0,8.66,0.09,0.59,0.59,0.4,0.38,0.37,1.47,1.65,28.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,"789,167"
2622,8476906,2022,Shayne Gostisbehere,ARI,D,5on5,52,55456.0,1127.0,28.37,0.45,0.41,0.47,0.43,0.47,0.42,94.0,68.86,3.44,4.26,17.11,2.33,42.3,31.56,3.39,3.4,3.34,7.0,4.0,71.0,30.0,45.0,146.0,15.0,4.0,4.0,0.0,16.0,3.0,30.0,44.0,67.0,97.0,6.0,12.0,0.0,29.0,19.0,39.0,93.0,7.0,1.0,2.36,0.82,0.26,3.0,1.0,0.0,143.05,101.0,99.95,27.0,0.85,1.24,0.12,4.18,4.12,4.05,1127.0,141.0,148.0,175.0,663.0,111.0,189.0,191.0,636.0,0.0,0.0,93701.0,12.0,28.0,14.0,57.0,434.95,38.35,37.41,38.07,37.12,422.0,182.0,199.0,803.0,41.0,29.0,7.0,443.0,129.0,32.0,13.91,15.68,8.76,16.0,17.0,8.0,786.71,604.0,596.24,6.11,5.8,5.8,38.66,38.3,37.72,495.15,46.48,44.83,47.28,45.59,494.0,193.0,222.0,909.0,45.0,46.0,7.0,489.0,161.0,37.0,15.99,20.47,10.02,19.0,16.0,10.0,930.95,687.0,699.19,7.09,8.61,8.61,44.96,45.61,44.8,52.32,75.54,1146.0,1529.0,3.75,0.65,62.0,10.0,49.0,8.0,"4,500,000"
2682,8471303,2022,Alexander Edler,LAK,D,5on5,52,41737.0,804.0,12.22,0.51,0.54,0.51,0.53,0.53,0.54,272.0,50.34,1.19,2.61,14.32,1.65,31.29,23.94,1.17,1.17,1.15,4.0,4.0,47.0,28.0,55.0,130.0,9.0,1.0,6.0,0.0,19.0,2.0,20.0,27.0,46.0,74.0,15.0,30.0,0.0,85.0,4.0,21.0,74.0,1.0,0.0,1.09,0.09,0.0,1.0,0.0,0.0,129.04,75.0,74.34,18.0,0.51,0.92,0.07,1.62,1.61,1.59,804.0,97.0,91.0,115.0,501.0,101.0,138.0,110.0,455.0,0.0,0.0,109380.0,30.0,8.0,4.0,63.0,370.31,29.86,28.77,29.84,28.76,362.0,157.0,178.0,697.0,30.0,32.0,7.0,388.0,106.0,25.0,10.55,12.4,6.91,12.0,12.0,6.0,698.27,519.0,520.18,4.99,6.24,6.24,28.61,28.62,28.07,331.38,29.14,28.27,29.22,28.35,306.0,149.0,217.0,672.0,37.0,20.0,3.0,337.0,95.0,23.0,10.66,11.72,6.75,20.0,12.0,5.0,671.71,455.0,456.21,4.53,4.4,4.4,29.26,29.47,28.92,82.7,71.25,1738.0,1571.0,2.87,0.06,62.0,3.0,52.0,3.0,"750,000"
2702,8477541,2022,Dakota Mermis,MIN,D,5on5,2,1625.0,33.0,-0.33,0.55,0.5,0.43,0.55,0.46,0.55,10.0,1.34,0.04,0.08,0.29,0.04,0.91,0.64,0.04,0.05,0.05,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.32,2.0,2.18,0.0,0.02,0.0,0.0,0.06,0.06,0.06,33.0,2.0,3.0,1.0,27.0,1.0,8.0,1.0,23.0,0.0,0.0,4838.0,0.0,0.0,0.0,2.0,11.95,1.09,1.08,1.19,1.18,9.0,7.0,7.0,23.0,0.0,1.0,0.0,11.0,4.0,1.0,0.25,0.55,0.28,0.0,0.0,0.0,25.24,16.0,17.5,0.17,0.28,0.28,0.97,1.05,1.05,13.81,0.89,0.85,0.83,0.79,12.0,7.0,12.0,31.0,1.0,0.0,0.0,15.0,4.0,0.0,0.39,0.51,0.0,0.0,1.0,0.0,28.57,19.0,17.67,0.19,0.0,0.0,1.08,1.0,0.96,3.7,3.71,90.0,74.0,0.35,0.01,3.0,1.0,3.0,1.0,"750,000"
2717,8478507,2022,John Marino,NJD,D,5on5,43,44122.0,916.0,19.88,0.51,0.61,0.53,0.57,0.54,0.58,125.0,41.45,2.34,2.41,11.36,1.35,23.71,17.84,2.28,2.33,2.27,7.0,1.0,44.0,15.0,35.0,94.0,9.0,1.0,7.0,0.0,8.0,2.0,17.0,24.0,43.0,58.0,6.0,12.0,0.0,34.0,23.0,20.0,55.0,1.0,3.0,1.39,0.15,0.79,1.0,0.0,0.0,96.04,59.0,59.83,10.0,0.49,1.21,0.57,2.25,2.27,2.22,916.0,87.0,124.0,159.0,546.0,142.0,88.0,115.0,571.0,0.0,0.0,82005.0,12.0,12.0,6.0,42.0,369.03,29.66,28.6,30.05,28.98,369.0,137.0,189.0,695.0,28.0,32.0,3.0,393.0,87.0,26.0,12.5,10.53,6.63,14.0,7.0,7.0,707.65,506.0,513.87,4.81,4.98,4.98,29.49,29.89,29.1,314.21,28.07,27.17,28.08,27.19,294.0,141.0,188.0,623.0,20.0,24.0,4.0,308.0,105.0,22.0,9.18,12.79,6.11,8.0,6.0,6.0,614.21,435.0,429.8,4.21,4.37,4.42,27.86,27.7,27.22,76.32,48.81,1555.0,1169.0,4.7,0.14,73.0,6.0,62.0,5.0,"4,400,000"
2732,8479983,2022,Mario Ferraro,SJS,D,5on5,52,54619.0,992.0,6.21,0.49,0.53,0.47,0.52,0.46,0.51,140.0,43.21,2.47,2.74,11.1,1.37,25.05,18.27,2.32,2.43,2.27,0.0,5.0,40.0,21.0,37.0,98.0,6.0,1.0,1.0,0.0,10.0,0.0,23.0,26.0,39.0,60.0,7.0,14.0,0.0,71.0,32.0,17.0,53.0,5.0,3.0,1.13,0.64,0.7,1.0,0.0,0.0,95.24,61.0,59.22,12.0,0.55,0.04,0.74,2.29,2.23,2.15,992.0,96.0,98.0,110.0,688.0,115.0,137.0,134.0,606.0,0.0,1.0,100086.0,14.0,10.0,5.0,73.0,427.26,41.9,40.45,41.8,40.34,428.0,156.0,233.0,817.0,34.0,37.0,5.0,404.0,131.0,49.0,12.73,15.98,13.2,17.0,10.0,7.0,808.86,584.0,579.67,6.28,8.32,8.52,39.66,39.45,38.78,488.71,43.14,41.54,43.73,42.07,484.0,196.0,249.0,929.0,52.0,39.0,4.0,504.0,133.0,43.0,15.16,16.04,11.95,24.0,22.0,6.0,937.26,680.0,686.15,6.83,8.76,8.76,41.21,41.77,41.07,81.71,71.45,1601.0,1506.0,3.94,0.17,55.0,5.0,47.0,5.0,"3,250,000"
2747,8479348,2022,Kale Clague,BUF,D,5on5,27,23900.0,531.0,6.07,0.49,0.49,0.53,0.53,0.53,0.51,117.0,19.69,1.02,1.15,5.56,0.82,11.97,8.48,1.02,1.04,1.03,0.0,3.0,21.0,8.0,17.0,46.0,3.0,0.0,1.0,0.0,13.0,0.0,8.0,7.0,21.0,29.0,7.0,14.0,0.0,17.0,5.0,9.0,24.0,5.0,0.0,0.45,0.58,0.0,0.0,0.0,0.0,45.47,29.0,28.8,4.0,0.23,0.21,0.09,1.17,1.17,1.17,531.0,78.0,51.0,94.0,308.0,102.0,77.0,76.0,276.0,0.0,0.0,56593.0,14.0,4.0,2.0,21.0,212.11,18.34,17.49,18.43,17.59,210.0,82.0,85.0,377.0,18.0,29.0,2.0,218.0,59.0,15.0,7.07,7.24,4.02,6.0,8.0,4.0,376.68,292.0,292.82,2.96,4.75,4.75,16.56,16.78,16.46,190.61,19.24,18.72,19.21,18.68,183.0,79.0,68.0,330.0,17.0,19.0,3.0,177.0,65.0,20.0,5.79,8.01,5.44,6.0,8.0,3.0,329.31,262.0,262.77,2.76,3.88,3.88,18.12,18.1,17.88,40.74,42.91,892.0,806.0,1.94,0.02,39.0,4.0,32.0,3.0,"750,000"
2757,8479372,2022,Josh Mahura,FLA,D,5on5,63,50443.0,1128.0,28.25,0.57,0.53,0.57,0.53,0.56,0.52,312.0,66.99,3.16,3.71,18.01,2.33,39.0,28.78,3.09,3.22,3.14,6.0,2.0,66.0,29.0,54.0,149.0,12.0,4.0,2.0,3.0,21.0,3.0,35.0,30.0,62.0,91.0,10.0,20.0,0.0,66.0,10.0,20.0,90.0,3.0,2.0,2.14,0.36,0.66,2.0,0.0,2.0,149.33,95.0,94.8,11.0,0.75,0.11,0.79,3.12,3.13,3.08,1128.0,120.0,90.0,181.0,737.0,203.0,161.0,116.0,648.0,0.0,0.0,126664.0,20.0,14.0,7.0,47.0,511.72,44.78,43.12,45.05,43.44,512.0,195.0,254.0,961.0,39.0,47.0,11.0,527.0,134.0,46.0,15.5,16.68,12.6,17.0,15.0,7.0,972.43,707.0,714.82,7.2,9.61,9.59,42.38,42.82,42.16,402.29,33.45,32.45,33.21,32.23,396.0,161.0,179.0,736.0,28.0,32.0,5.0,426.0,97.0,34.0,12.21,12.14,9.11,13.0,8.0,7.0,728.82,557.0,552.05,5.61,6.41,6.41,32.65,32.45,31.95,108.99,97.7,2202.0,1959.0,3.51,0.19,81.0,5.0,62.0,4.0,"750,000"
2767,8478465,2022,Guillaume Brisebois,VAN,D,5on5,7,6032.0,157.0,0.15,0.54,0.42,0.43,0.42,0.46,0.41,31.0,6.84,0.26,0.37,1.89,0.22,4.33,2.94,0.25,0.26,0.26,0.0,0.0,8.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,8.0,10.0,2.0,4.0,0.0,4.0,0.0,2.0,10.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,10.09,10.0,10.06,2.0,0.08,0.8,0.0,0.33,0.34,0.33,157.0,13.0,20.0,30.0,94.0,9.0,20.0,13.0,115.0,0.0,0.0,14192.0,4.0,0.0,0.0,9.0,49.16,4.96,4.7,4.85,4.59,52.0,12.0,13.0,77.0,3.0,6.0,0.0,45.0,12.0,7.0,1.35,1.59,2.03,0.0,1.0,2.0,75.56,64.0,62.77,0.73,1.6,1.6,4.09,4.02,3.98,53.78,4.15,4.06,4.14,4.05,54.0,22.0,26.0,102.0,3.0,5.0,0.0,59.0,15.0,2.0,1.66,1.99,0.5,0.0,3.0,0.0,103.75,76.0,77.15,0.75,0.6,0.6,4.3,4.32,4.29,6.74,9.47,164.0,231.0,0.24,0.07,11.0,2.0,5.0,2.0,"750,000"
2837,8476462,2022,Dougie Hamilton,NJD,D,5on5,60,64238.0,1386.0,69.27,0.55,0.54,0.55,0.53,0.55,0.54,168.0,146.21,6.09,7.89,40.18,4.95,85.09,62.8,5.95,6.14,5.99,8.0,10.0,159.0,48.0,92.0,299.0,27.0,9.0,10.0,0.0,33.0,7.0,71.0,77.0,150.0,198.0,18.0,36.0,0.0,44.0,11.0,45.0,194.0,12.0,1.0,4.5,1.38,0.22,7.0,2.0,0.0,301.53,207.0,208.83,28.0,1.58,1.47,0.41,7.27,7.32,7.16,1386.0,177.0,137.0,220.0,852.0,132.0,215.0,202.0,837.0,0.0,0.0,113918.0,36.0,10.0,5.0,61.0,645.26,53.28,51.17,53.48,51.41,629.0,251.0,299.0,1179.0,63.0,56.0,4.0,665.0,169.0,46.0,19.48,20.88,12.91,25.0,27.0,11.0,1192.92,880.0,890.51,8.17,9.95,10.1,51.35,51.61,50.67,522.09,42.9,41.85,43.26,42.2,498.0,230.0,252.0,980.0,40.0,55.0,4.0,547.0,144.0,37.0,15.49,17.39,10.03,14.0,17.0,9.0,979.15,728.0,730.98,6.82,9.9,9.9,39.81,39.96,39.6,90.15,75.5,1895.0,1675.0,5.35,0.93,76.0,18.0,60.0,15.0,"9,000,000"
2847,8479945,2022,Gavin Bayreuther,CBJ,D,5on5,30,24803.0,532.0,6.92,0.46,0.46,0.47,0.46,0.47,0.46,143.0,32.67,1.29,1.84,8.78,1.09,20.13,14.86,1.21,1.23,1.15,3.0,3.0,38.0,10.0,28.0,76.0,8.0,2.0,4.0,1.0,10.0,1.0,21.0,10.0,36.0,46.0,7.0,17.0,0.0,32.0,3.0,5.0,45.0,3.0,0.0,0.88,0.41,0.0,2.0,0.0,0.0,72.74,48.0,46.6,5.0,0.36,0.85,0.43,1.21,1.18,1.12,532.0,69.0,45.0,63.0,355.0,68.0,96.0,57.0,311.0,0.0,0.0,64031.0,17.0,9.0,3.0,46.0,201.78,17.94,17.42,17.57,17.07,195.0,85.0,114.0,394.0,15.0,17.0,3.0,206.0,62.0,12.0,6.71,7.79,3.44,8.0,6.0,1.0,384.06,280.0,275.18,2.92,3.1,3.1,17.76,17.48,17.16,226.7,21.0,20.08,21.26,20.34,228.0,84.0,128.0,440.0,19.0,20.0,3.0,228.0,62.0,22.0,7.38,7.61,6.01,5.0,9.0,5.0,453.18,312.0,318.39,3.18,4.58,4.58,19.6,19.96,19.73,43.03,50.09,948.0,1114.0,1.62,0.09,45.0,3.0,34.0,3.0,"750,000"
2867,8476792,2022,Torey Krug,STL,D,5on5,43,40251.0,951.0,19.55,0.43,0.45,0.48,0.45,0.48,0.46,175.0,65.22,2.94,3.59,17.0,2.1,38.58,29.8,2.87,2.92,2.84,3.0,5.0,70.0,24.0,36.0,130.0,9.0,1.0,3.0,0.0,13.0,3.0,24.0,50.0,69.0,93.0,8.0,19.0,0.0,31.0,12.0,18.0,90.0,2.0,2.0,2.18,0.24,0.52,1.0,0.0,0.0,127.41,94.0,92.68,10.0,0.71,0.71,0.54,3.12,3.08,3.01,951.0,175.0,57.0,122.0,597.0,73.0,144.0,123.0,611.0,0.0,0.0,89246.0,19.0,19.0,8.0,58.0,342.44,27.91,27.39,27.99,27.48,351.0,124.0,148.0,623.0,26.0,26.0,3.0,360.0,97.0,18.0,11.15,12.07,4.69,9.0,15.0,2.0,614.21,475.0,470.62,4.7,4.78,4.46,28.15,28.26,27.91,375.96,36.62,35.15,36.6,35.13,360.0,159.0,162.0,681.0,42.0,44.0,6.0,362.0,120.0,37.0,11.92,13.97,10.73,16.0,16.0,10.0,688.37,519.0,522.32,5.45,8.88,8.88,33.2,33.23,32.68,56.33,67.53,1171.0,1436.0,3.77,0.17,69.0,9.0,60.0,6.0,"6,500,000"
2897,8480246,2022,Nick Perbix,TBL,D,5on5,50,43177.0,959.0,26.75,0.53,0.53,0.53,0.51,0.52,0.51,228.0,70.39,2.48,4.01,20.18,2.58,44.3,30.45,2.4,2.48,2.39,9.0,5.0,79.0,25.0,39.0,143.0,18.0,4.0,7.0,0.0,22.0,6.0,32.0,33.0,75.0,100.0,8.0,16.0,0.0,50.0,22.0,17.0,101.0,3.0,0.0,2.1,0.38,0.0,4.0,0.0,0.0,144.81,104.0,105.49,14.0,0.79,2.1,0.27,3.0,3.0,2.9,959.0,105.0,99.0,138.0,617.0,125.0,128.0,99.0,607.0,0.0,0.0,102239.0,16.0,18.0,9.0,46.0,377.78,35.54,33.48,35.6,33.5,368.0,157.0,183.0,708.0,42.0,33.0,4.0,378.0,117.0,30.0,11.87,14.47,9.2,18.0,17.0,7.0,715.51,525.0,529.56,5.48,7.16,7.16,33.86,33.79,32.91,340.46,32.07,30.42,32.22,30.58,354.0,122.0,161.0,637.0,26.0,39.0,5.0,346.0,97.0,33.0,10.14,12.12,9.81,9.0,10.0,7.0,637.14,476.0,475.85,4.93,7.97,8.25,28.76,28.93,28.36,86.11,76.36,1622.0,1564.0,3.58,0.31,73.0,14.0,60.0,10.0,"842,500"
2937,8478469,2022,Thomas Chabot,OTT,D,5on5,56,68464.0,1281.0,38.5,0.53,0.49,0.51,0.5,0.51,0.5,68.0,101.54,5.12,5.79,26.23,3.29,57.66,44.91,5.02,5.13,5.04,2.0,6.0,106.0,37.0,81.0,224.0,10.0,2.0,9.0,0.0,30.0,3.0,43.0,56.0,104.0,141.0,20.0,40.0,0.0,60.0,10.0,46.0,125.0,17.0,1.0,2.72,2.15,0.24,1.0,1.0,0.0,223.3,143.0,143.4,40.0,1.17,1.87,0.47,5.81,5.85,5.77,1281.0,125.0,137.0,222.0,797.0,114.0,187.0,211.0,769.0,0.0,0.0,88605.0,40.0,20.0,10.0,87.0,630.0,59.79,57.61,60.06,57.85,607.0,247.0,289.0,1143.0,53.0,62.0,7.0,578.0,227.0,49.0,17.07,28.78,13.94,9.0,26.0,18.0,1144.45,854.0,854.89,8.72,11.85,11.72,56.8,56.94,56.03,587.56,52.18,50.56,52.82,51.18,590.0,216.0,282.0,1088.0,59.0,52.0,9.0,583.0,171.0,52.0,17.54,21.23,13.41,23.0,22.0,14.0,1102.77,806.0,817.79,8.04,9.56,9.75,50.47,51.09,50.25,64.06,67.47,1417.0,1395.0,3.67,0.81,65.0,15.0,54.0,12.0,"8,000,000"
2942,8477433,2022,Ben Harpur,NYR,D,5on5,26,21273.0,455.0,1.6,0.38,0.52,0.43,0.54,0.44,0.53,140.0,19.35,0.5,0.99,5.52,0.62,11.92,8.45,0.48,0.52,0.5,0.0,4.0,20.0,8.0,24.0,52.0,5.0,1.0,1.0,0.0,5.0,0.0,13.0,8.0,19.0,27.0,4.0,8.0,0.0,33.0,5.0,13.0,27.0,1.0,0.0,0.41,0.08,0.0,1.0,0.0,0.0,53.43,28.0,29.02,12.0,0.19,0.02,0.0,0.69,0.72,0.7,455.0,44.0,35.0,60.0,316.0,63.0,61.0,52.0,279.0,0.0,0.0,56011.0,8.0,2.0,1.0,40.0,150.18,10.24,10.12,10.43,10.31,140.0,65.0,81.0,286.0,13.0,7.0,0.0,165.0,36.0,4.0,4.61,4.61,1.01,7.0,5.0,1.0,291.94,205.0,209.14,1.88,1.05,1.05,11.07,11.3,11.2,189.99,16.42,15.92,16.31,15.82,176.0,85.0,114.0,375.0,13.0,12.0,0.0,189.0,56.0,16.0,5.66,6.93,3.83,8.0,2.0,3.0,368.54,261.0,258.25,2.6,2.1,2.1,16.92,16.82,16.47,40.65,37.49,915.0,770.0,2.44,0.1,51.0,5.0,42.0,4.0,"750,000"
2952,8478415,2022,Jakub Zboril,BOS,D,5on5,15,9811.0,225.0,2.15,0.53,0.55,0.51,0.52,0.5,0.52,86.0,8.51,0.48,0.48,2.78,0.29,4.61,3.37,0.46,0.48,0.47,0.0,0.0,8.0,4.0,7.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,11.0,1.0,2.0,0.0,13.0,2.0,3.0,11.0,1.0,0.0,0.31,0.17,0.0,1.0,0.0,0.0,19.33,12.0,12.35,2.0,0.1,0.0,0.05,0.53,0.54,0.53,225.0,26.0,18.0,39.0,142.0,29.0,33.0,26.0,137.0,0.0,0.0,31088.0,2.0,4.0,2.0,9.0,77.89,6.77,6.6,6.88,6.71,83.0,23.0,34.0,140.0,6.0,6.0,1.0,74.0,28.0,4.0,2.18,3.47,1.11,2.0,3.0,1.0,142.79,106.0,108.06,1.1,0.89,0.89,6.98,7.08,7.01,76.06,5.95,5.85,5.96,5.87,82.0,24.0,30.0,136.0,8.0,5.0,0.0,79.0,24.0,3.0,2.14,2.98,0.83,4.0,4.0,0.0,134.33,106.0,105.34,1.06,0.8,0.8,6.2,6.2,6.14,25.42,20.57,522.0,474.0,0.32,0.06,19.0,2.0,12.0,2.0,"1,137,500"
2967,8481072,2022,Tim Berni,CBJ,D,5on5,38,37626.0,787.0,-1.97,0.45,0.44,0.46,0.46,0.46,0.46,139.0,36.39,2.11,2.19,9.25,1.12,21.58,15.76,2.02,2.13,2.04,0.0,0.0,41.0,11.0,32.0,84.0,1.0,1.0,3.0,0.0,11.0,2.0,20.0,15.0,40.0,51.0,11.0,20.0,0.0,82.0,7.0,16.0,44.0,7.0,1.0,0.89,0.92,0.3,0.0,1.0,0.0,83.31,52.0,52.15,13.0,0.43,0.53,0.41,2.13,2.13,2.07,787.0,82.0,95.0,149.0,461.0,101.0,116.0,78.0,492.0,0.0,0.0,75055.0,20.0,0.0,0.0,36.0,295.89,25.27,24.32,25.34,24.4,291.0,115.0,153.0,559.0,21.0,33.0,4.0,299.0,83.0,24.0,8.58,9.93,6.76,7.0,9.0,5.0,553.89,406.0,403.51,4.05,6.37,6.39,22.93,22.91,22.55,349.09,31.05,29.83,31.5,30.24,341.0,141.0,166.0,648.0,32.0,34.0,4.0,359.0,93.0,30.0,11.08,11.66,8.31,18.0,9.0,5.0,666.8,482.0,492.07,5.01,7.34,7.44,28.62,29.09,28.4,49.88,63.9,1127.0,1314.0,2.6,0.07,66.0,6.0,49.0,5.0,"925,000"
